chromosome1	x1	x2	chromosome2	y1	y2	color	APScoreAvg	ProbabilityofEnrichment	RegAPScoreAvg	Avg_diffMaxNeihgboor_1	Avg_diffMaxNeihgboor_2	avg	std	value
11	109945000	109950000	11	110090000	110095000	0,0,0	2.9122958	0.9536527	2.0086107	0.6983901	1.1402016	2.4511194	0.4369687	3.0719106
11	102340000	102345000	11	102610000	102615000	0,0,0	2.207883	0.9784616	1.3850124	1.3572042	1.5565971	2.6319127	0.56026846	3.8383162
11	44620000	44625000	11	44890000	44895000	0,0,0	6.0257373	0.99970937	3.5834332	3.018703	3.6484532	5.4610386	1.5571928	8.14433
11	78830000	78835000	11	79085000	79090000	0,0,0	1.9689474	0.9222509	1.4568666	0.61587894	0.7301532	2.0070853	0.35046118	2.5545335
11	12585000	12590000	11	12870000	12875000	0,0,0	3.383557	0.99651617	1.7268963	2.6700497	2.9952204	3.28683	0.9056918	5.6602073
11	15330000	15335000	11	15815000	15820000	0,0,0	2.5076344	0.973792	1.6225841	1.2875961	1.3647027	2.497539	0.70848674	3.642069
11	95155000	95160000	11	95760000	95765000	0,0,0	4.627909	0.99969244	2.8179448	3.7379763	4.5676947	7.210469	1.5387766	10.533114
11	108695000	108700000	11	109935000	109940000	0,0,0	4.602979	0.99958897	2.713286	2.4443007	3.779739	5.6249027	1.3004307	7.7976146
11	116510000	116515000	11	116635000	116640000	0,0,0	2.3162677	0.9570487	1.5287857	0.8515192	1.2465189	2.391109	0.4658837	3.1480148
11	77190000	77195000	11	77550000	77555000	0,0,0	4.3900685	0.9986181	2.6869853	2.5882306	4.08567	6.574597	1.7434773	8.875246
11	17385000	17390000	11	17500000	17505000	0,0,0	4.4577537	0.99097884	3.1065338	0.983127	1.7385552	3.8347778	0.58186954	4.7086687
11	124075000	124080000	11	124195000	124200000	0,0,0	3.0647726	1.0	2.251999	0.6697406	0.87582135	2.3264194	0.3650084	2.921744
11	113895000	113900000	11	114255000	114260000	0,0,0	5.109806	0.9971786	2.9590418	1.7769873	2.972779	4.291589	0.9230452	5.8711333
11	26750000	26755000	11	27155000	27160000	0,0,0	3.1630104	1.0	2.0220044	0.791732	1.3502722	2.3941655	0.5905554	3.097927
11	131580000	131585000	11	131665000	131670000	0,0,0	3.1517477	1.0	2.1748877	0.45031568	0.86808735	1.8571619	0.24591826	2.2574425
11	19560000	19565000	11	19900000	19905000	0,0,0	6.2025576	1.0	3.4233377	1.7229093	3.453091	4.631109	0.99066573	6.162585
11	27385000	27390000	11	27465000	27470000	0,0,0	2.5120778	1.0	1.9689502	0.43260866	0.5212725	1.798784	0.20919752	2.183325
11	69100000	69105000	11	69680000	69685000	0,0,0	7.1372776	0.9999895	4.6902795	2.7248192	4.7811933	9.046317	1.5172366	11.468379
11	46125000	46130000	11	46220000	46225000	0,0,0	2.9802656	0.9610564	2.1393478	0.7706773	1.0457419	2.5609317	0.40778548	3.245978
11	26285000	26290000	11	26655000	26660000	0,0,0	1.9789896	1.0	1.4468197	0.45309448	0.5973274	1.558053	0.28325853	1.9608036
11	64915000	64920000	11	64995000	65000000	0,0,0	2.5871916	0.97961545	1.9076064	0.8743247	1.1607846	3.1162035	0.4353612	3.8933809
11	35235000	35240000	11	35385000	35390000	0,0,0	3.333392	0.970362	2.6447904	0.54955494	0.8610923	3.0305693	0.2817271	3.5190625
11	36295000	36300000	11	36480000	36485000	0,0,0	5.6568184	0.99702716	4.3499374	0.99041474	1.6052829	4.9384766	0.56872445	5.8188453
11	114770000	114775000	11	116270000	116275000	0,0,0	4.152227	0.99958664	2.3331232	3.2097588	3.7290106	4.938858	1.5795557	7.7919765
11	118300000	118305000	11	118350000	118355000	0,0,0	2.1440892	0.9489425	1.5648224	0.586206	0.9628084	2.4540389	0.27132136	2.9751108
11	10405000	10410000	11	10735000	10740000	0,0,0	6.4345655	0.99959373	3.8144307	2.3361104	3.8006158	5.7328215	1.0032066	7.8093643
11	8225000	8230000	11	8565000	8570000	0,0,0	3.8125665	0.9974822	2.6219258	1.1590307	2.3409045	4.9547215	1.0223439	5.984971
11	73400000	73405000	11	73660000	73665000	0,0,0	3.7594407	0.99692476	2.4075863	1.7730454	2.3638098	4.2089295	0.8356846	5.78497
11	1895000	1900000	11	1940000	1945000	0,0,0	4.066101	0.99950325	1.6655217	3.7877908	5.1245546	4.241299	1.6124632	7.608224
11	120935000	120940000	11	121190000	121195000	0,0,0	3.0651987	0.96957505	2.0002515	1.1929653	1.299655	2.4324408	0.6902913	3.492854
11	58075000	58080000	11	58500000	58505000	0,0,0	2.4451191	0.9574605	1.6380523	1.0530003	1.1020212	2.221649	0.40256232	3.1576495
11	59660000	59665000	11	59805000	59810000	0,0,0	2.3861518	1.0	1.5797037	0.72420186	0.87178814	1.6928289	0.42553696	2.336564
11	44630000	44635000	11	44775000	44780000	0,0,0	2.2948647	0.9374923	1.7887185	0.52462447	0.6932307	2.3064206	0.2837846	2.7727535
11	83530000	83535000	11	83725000	83730000	0,0,0	2.5453644	0.9517435	1.5149754	1.2440803	1.2954553	1.9256897	0.45520717	3.0315387
11	60825000	60830000	11	61180000	61185000	0,0,0	2.9424264	0.9830012	2.3050568	0.6515228	1.0534697	3.4959025	0.37782446	4.075034
11	118195000	118200000	11	118490000	118495000	0,0,0	2.0888104	0.9512934	1.6491324	0.48338696	0.7523071	2.5925777	0.33479947	3.0222547
11	57850000	57855000	11	58285000	58290000	0,0,0	2.9163487	0.96102417	1.8884227	1.1626445	1.205894	2.2116873	0.5562551	3.2451491
11	35485000	35490000	11	36265000	36270000	0,0,0	5.3120522	0.99989986	3.2116914	3.5453787	3.917113	6.0582547	1.519652	9.209702
11	45110000	45115000	11	45245000	45250000	0,0,0	2.8927135	0.96997774	2.052498	0.8398055	1.1713506	2.7596848	0.54449964	3.5061789
11	8575000	8580000	11	8955000	8960000	0,0,0	3.1871145	0.9676147	1.9557892	1.2548072	1.4434087	2.3150225	0.47079718	3.4304066
11	100565000	100570000	11	101430000	101435000	0,0,0	2.7370148	0.97783166	1.4014671	1.7540371	2.027462	2.2503412	0.88751006	3.8094852
11	77125000	77130000	11	77185000	77190000	0,0,0	3.587531	0.9792826	2.1035488	1.0931616	1.9593524	2.9054844	0.6413511	3.8771832
11	5125000	5130000	11	5290000	5295000	0,0,0	3.090841	0.9670574	2.1790047	0.61218905	1.2673098	2.8691752	0.38890144	3.4133434
11	108310000	108315000	11	108645000	108650000	0,0,0	2.915262	0.96660537	2.031167	0.9138814	1.1540155	2.5873742	0.4121936	3.399713
11	32440000	32445000	11	32580000	32585000	0,0,0	2.149162	0.94716936	1.5997639	0.590081	0.8796638	2.4164531	0.35684583	2.9409692
11	2305000	2310000	11	2405000	2410000	0,0,0	3.589647	0.98558897	2.659219	0.7429167	1.3458083	3.5798323	0.44852707	4.2402024
11	94170000	94175000	11	94500000	94505000	0,0,0	3.30245	0.9815625	2.3816938	0.61053383	1.4345872	3.4510837	0.5377697	3.9937809
11	66690000	66695000	11	66830000	66835000	0,0,0	4.162013	0.9942088	2.7813513	1.2911888	2.0247998	4.004225	0.74572194	5.151948
11	93545000	93550000	11	93620000	93625000	0,0,0	2.5784833	1.0	1.7389698	0.63029766	0.9008665	1.8300539	0.26234898	2.3903186
11	69705000	69710000	11	69890000	69895000	0,0,0	5.704969	1.0	4.339529	1.1649671	1.4255216	4.3338733	0.71189713	5.3693995
11	9165000	9170000	11	9740000	9745000	0,0,0	2.7098043	1.0	1.7075102	0.80427337	1.0785214	1.84708	0.34932065	2.5619898
11	45875000	45880000	11	46330000	46335000	0,0,0	3.082102	0.97950846	1.6920453	1.6458491	1.9170597	2.425168	0.63207084	3.888145
11	6735000	6740000	11	7440000	7445000	0,0,0	2.7526278	0.96783596	1.8440138	1.0760012	1.2348202	2.4808176	0.5955574	3.4372633
11	95070000	95075000	11	95135000	95140000	0,0,0	3.3057451	1.0	2.2196252	0.7670041	0.97666764	1.9677225	0.32229605	2.649504
11	67080000	67085000	11	67315000	67320000	0,0,0	3.1354594	0.98097837	1.9908869	1.249644	1.6353478	2.851794	0.61322254	3.9625888
11	63835000	63840000	11	64145000	64150000	0,0,0	4.327266	0.99584115	2.4311638	2.2621808	2.6228976	3.4722533	0.9508346	5.4830804
11	106090000	106095000	11	107690000	107695000	0,0,0	3.9751084	0.99780494	1.7712938	3.4041352	3.601314	3.0962923	1.2840999	6.12219
11	14790000	14795000	11	15010000	15015000	0,0,0	2.9884412	1.0	1.8160472	0.9720582	1.0842729	1.6976831	0.47634026	2.561735
11	10505000	10510000	11	10735000	10740000	0,0,0	3.4084725	0.9827392	2.4038103	0.994866	1.3722948	3.1754138	0.49807635	4.059739
11	114340000	114345000	11	114585000	114590000	0,0,0	2.8183117	0.9582968	1.7153159	1.04359	1.4212874	2.249871	0.45559984	3.1775064
11	58655000	58660000	11	58785000	58790000	0,0,0	3.627537	0.9819508	2.5288923	0.83466923	1.4826884	3.2731445	0.48573753	4.0150723
11	35615000	35620000	11	35815000	35820000	0,0,0	3.3505168	0.97681034	2.2473435	1.043917	1.4146957	2.8365114	0.50202245	3.7644377
11	118295000	118300000	11	118490000	118495000	0,0,0	2.2010095	0.93377453	1.5377915	0.6200701	0.96822697	2.1637988	0.30670977	2.714972
11	12050000	12055000	11	12115000	12120000	0,0,0	2.242971	0.9198565	1.5879444	0.45694575	0.9233318	2.118024	0.18790716	2.5241983
11	13480000	13485000	11	14250000	14255000	0,0,0	2.8423998	0.97843987	1.8611726	1.0215797	1.5590224	2.9292352	0.4442857	3.8373063
11	14535000	14540000	11	14770000	14775000	0,0,0	2.8884242	0.9618471	2.1460025	0.7284298	0.94765675	2.619	0.41467682	3.266493
11	67725000	67730000	11	67790000	67795000	0,0,0	1.9990593	0.9298543	1.5158154	0.4640433	0.7717308	2.244973	0.2951036	2.657456
11	128285000	128290000	11	128630000	128635000	0,0,0	3.3967793	0.98732024	2.1819441	1.1385136	1.8717723	3.3561914	0.79535866	4.3682036
11	72020000	72025000	11	72430000	72435000	0,0,0	4.072277	0.9956612	2.7412453	1.4083369	2.0744417	4.188866	0.83398676	5.440721
11	23580000	23585000	11	25500000	25505000	0,0,0	2.809768	0.9951461	1.4719753	1.8468549	3.0406775	3.6868744	1.123713	5.328523
11	43890000	43895000	11	43945000	43950000	0,0,0	1.9566811	0.9156193	1.467675	0.392646	0.76924103	2.1236544	0.25078753	2.4726732
11	44285000	44290000	11	44535000	44540000	0,0,0	3.5113192	0.99360156	2.6240733	0.92373264	1.5328292	4.2311306	0.5969953	5.0522265
11	133935000	133940000	11	134040000	134045000	0,0,0	2.9899554	0.95596313	2.3673937	0.51168907	0.76021016	2.6682172	0.368502	3.123052
11	82715000	82720000	11	83815000	83820000	0,0,0	4.259965	0.9997219	2.8368576	2.4650621	4.3230987	8.45226	1.4795712	10.643427
11	47370000	47375000	11	47405000	47410000	0,0,0	1.928082	0.9136648	1.3874111	0.5131215	0.8168187	1.9936638	0.23812531	2.449772
11	77045000	77050000	11	77090000	77095000	0,0,0	2.3298094	0.91974676	1.6844401	0.557596	0.81313485	2.0271883	0.33041784	2.5228293
11	134390000	134395000	11	134575000	134580000	0,0,0	2.238801	0.9481394	1.5775436	0.8813362	0.92515355	2.1760933	0.3523858	2.9595034
11	123580000	123585000	11	123705000	123710000	0,0,0	5.3508215	1.0	2.9819336	1.4589994	2.0904906	2.7797625	0.651741	4.076651
11	74450000	74455000	11	74565000	74570000	0,0,0	4.0475388	0.98918813	2.6346824	1.1083589	1.9152308	3.542372	0.7710348	4.52758
11	74255000	74260000	11	74560000	74565000	0,0,0	3.3020382	0.9790396	2.3051586	1.061461	1.2926986	2.922001	0.60118556	3.865522
11	102290000	102295000	11	102665000	102670000	0,0,0	2.9852498	0.9865305	1.8791555	1.4049689	1.7914469	3.0589128	0.5844972	4.307774
11	61795000	61800000	11	61950000	61955000	0,0,0	3.1736584	1.0	2.1754992	0.8372107	1.0724748	2.2899933	0.39762023	3.0341806
11	58630000	58635000	11	59145000	59150000	0,0,0	2.55661	0.9549659	1.6611221	1.0616486	1.1661248	2.1569693	0.68165106	3.100657
11	69100000	69105000	11	69870000	69875000	0,0,0	4.223968	0.99655545	1.953508	2.8034537	3.3616562	3.1795979	1.056945	5.671557
11	83290000	83295000	11	83815000	83820000	0,0,0	3.7372413	0.9899229	2.4785297	0.8072325	2.0160794	3.880424	0.47643018	4.5979643
11	75280000	75285000	11	75380000	75385000	0,0,0	7.3080688	1.0	4.133303	1.8424747	3.0407066	4.1991053	0.7520747	5.83686
11	10415000	10420000	11	10650000	10655000	0,0,0	3.15007	0.98633856	2.140596	1.2576396	1.5210822	3.1757193	0.7588373	4.293621
11	106320000	106325000	11	107695000	107700000	0,0,0	2.9436948	0.9751379	1.4683697	1.7135148	2.0366209	2.1716695	0.83736855	3.694794
11	4635000	4640000	11	4825000	4830000	0,0,0	2.4348514	0.93916035	1.6967727	0.81781054	0.91719973	2.0728612	0.45316488	2.7998037
11	94980000	94985000	11	95050000	95055000	0,0,0	2.1776636	1.0	1.6046689	0.5309127	0.57439065	1.57085	0.24827316	2.0427725
11	108695000	108700000	11	109545000	109550000	0,0,0	3.2826185	0.9789599	1.7981467	1.7856514	1.8358563	2.2744794	0.8302475	3.861725
11	35820000	35825000	11	36130000	36135000	0,0,0	2.4505272	0.9609407	1.7006822	0.8285004	1.1362801	2.5065656	0.4738764	3.2430103
11	125425000	125430000	11	125870000	125875000	0,0,0	4.3696656	0.99430317	3.053729	1.2985637	1.7827078	4.0141063	0.5818001	5.1683855
11	41450000	41455000	11	43275000	43280000	0,0,0	4.981925	0.9999095	2.4176779	4.611081	5.183199	5.2128987	2.2915986	9.311637
11	117820000	117825000	11	118165000	118170000	0,0,0	3.6853292	1.0	2.3211718	0.9866512	1.5582894	2.6701934	0.64615977	3.5472167
11	72830000	72835000	11	73170000	73175000	0,0,0	4.6713634	0.9998773	2.989194	2.2330797	3.9511316	7.021673	1.1989852	9.006633
11	102290000	102295000	11	102490000	102495000	0,0,0	2.8730657	0.95385605	2.110603	0.79691076	0.8771686	2.3679426	0.41841325	3.076308
11	97525000	97530000	11	98990000	98995000	0,0,0	2.4951148	0.9937125	1.3870995	3.0630298	3.4438198	4.4477673	1.4398956	7.17046
11	15040000	15045000	11	15205000	15210000	0,0,0	2.3335533	0.9645628	1.7214103	0.753683	0.9922923	2.6703982	0.41088822	3.3403387
11	59750000	59755000	11	59800000	59805000	0,0,0	2.1591632	0.91353935	1.4752415	0.5879726	0.9177527	1.9256774	0.24708687	2.4483197
11	14970000	14975000	11	15205000	15210000	0,0,0	2.876271	0.9804265	2.02925	0.824442	1.3979403	3.2011476	0.5784504	3.9339848
11	126710000	126715000	11	126990000	126995000	0,0,0	2.4292836	0.9724187	1.8602401	0.8070729	0.9107849	2.8735933	0.33389857	3.5909915
11	19295000	19300000	11	19905000	19910000	0,0,0	2.9136682	0.96215725	1.8330182	1.1384107	1.3285084	2.2627354	0.5261485	3.2746558
11	86605000	86610000	11	86820000	86825000	0,0,0	3.5401895	0.98595273	2.1161082	1.7650962	1.79863	2.6967955	0.7877971	4.26577
11	11030000	11035000	11	11785000	11790000	0,0,0	4.1394815	0.9997302	2.7189941	1.8406156	3.486465	6.5827136	0.96553713	8.218817
11	130920000	130925000	11	131675000	131680000	0,0,0	3.93297	0.99032825	2.3744407	1.600524	2.072112	3.216337	0.8920299	4.6390247
11	56840000	56845000	11	57250000	57255000	0,0,0	5.131182	1.0	3.0212371	1.2680211	1.7273023	2.5480607	0.69261897	3.6751907
11	9855000	9860000	11	9970000	9975000	0,0,0	1.961838	0.9087553	1.4661381	0.5646784	0.6629902	1.8925226	0.4288982	2.394459
11	19320000	19325000	11	19550000	19555000	0,0,0	4.1718955	0.99603164	2.8120792	1.1945215	2.2191148	4.468186	0.80242425	5.5299826
11	95155000	95160000	11	95450000	95455000	0,0,0	2.195291	0.9402609	1.6536132	0.4426069	0.8651705	2.4246316	0.28963134	2.8180602
11	108705000	108710000	11	109835000	109840000	0,0,0	2.6589649	0.9930172	1.8990183	1.4748502	1.4797202	3.653844	1.1206547	4.9648223
11	46240000	46245000	11	46305000	46310000	0,0,0	3.1202104	0.9726314	2.1513844	0.6926763	1.3996105	2.9830198	0.46117142	3.5987322
11	128875000	128880000	11	128955000	128960000	0,0,0	4.064704	1.0	2.7832744	0.7521939	1.0162379	2.1579406	0.3952283	2.8265574
11	6380000	6385000	11	6705000	6710000	0,0,0	3.9118745	0.98682106	2.2740402	1.6994373	1.9826599	2.818973	0.8278064	4.329584
11	7095000	7100000	11	7665000	7670000	0,0,0	3.6944604	0.99863154	2.3788526	2.0415034	2.6486268	4.7800612	0.831181	6.594731
11	86040000	86045000	11	86195000	86200000	0,0,0	2.4003513	0.9824003	1.9260643	0.71654665	0.8891079	3.4033604	0.2793046	4.040291
11	57345000	57350000	11	58510000	58515000	0,0,0	5.2768655	0.9997534	2.5805726	3.3388183	4.9639935	5.3407116	1.4735326	8.30855
11	67260000	67265000	11	67310000	67315000	0,0,0	2.1999278	0.93509394	1.5959606	0.7077356	0.8194023	2.1059997	0.35405532	2.7350981
11	48965000	48970000	11	49815000	49820000	0,0,0	31.853119	1.0	4.9183645	25.918207	32.337917	11.245362	11.096322	34.283768
11	86925000	86930000	11	88330000	88335000	0,0,0	2.5856137	0.97314686	1.5132421	1.1533593	1.7677646	2.5925398	0.6988167	3.617748
11	34995000	35000000	11	35395000	35400000	0,0,0	3.0252078	0.9887675	1.8948183	1.556366	1.8429095	3.1059754	0.8868855	4.489412
11	14915000	14920000	11	15005000	15010000	0,0,0	2.0510237	1.0	1.5749863	0.46909067	0.4880385	1.575529	0.1726313	1.9924985
11	86860000	86865000	11	87420000	87425000	0,0,0	3.8349326	1.0	2.433109	1.1681199	1.2907809	2.2442017	0.6548959	3.2825305
11	114035000	114040000	11	114175000	114180000	0,0,0	2.1287308	0.9620553	1.6086413	0.7359904	0.88107204	2.617752	0.3753107	3.2719657
11	34600000	34605000	11	34650000	34655000	0,0,0	2.2744224	0.9268232	1.6062427	0.66765326	0.86660826	2.021678	0.3861539	2.6151478
11	120515000	120520000	11	121590000	121595000	0,0,0	4.195206	1.0	2.373961	1.7167758	1.9370862	2.5951443	0.72738916	4.121167
11	65270000	65275000	11	65520000	65525000	0,0,0	2.402775	0.91977155	1.6480035	0.78526986	0.84577286	1.8251214	0.30133766	2.523139
11	128165000	128170000	11	128955000	128960000	0,0,0	2.670917	0.99409497	1.693872	1.5502851	2.1584604	3.7544463	1.0726393	5.1324778
11	20390000	20395000	11	20605000	20610000	0,0,0	4.221139	1.0	3.1591744	0.69545174	1.1779675	3.263029	0.4137966	3.8812087
11	75715000	75720000	11	76150000	76155000	0,0,0	2.5623784	0.94640726	1.8357958	0.7181077	0.9376229	2.2883265	0.35581654	2.9266448
11	78645000	78650000	11	78960000	78965000	0,0,0	3.6135685	0.98722726	2.0109596	1.8570213	2.0934358	2.7102077	0.8512027	4.3608932
11	23230000	23235000	11	24200000	24205000	0,0,0	2.9610248	0.9782306	1.4882752	1.8642395	2.0425498	2.1705449	0.808365	3.8276465
11	83835000	83840000	11	85580000	85585000	0,0,0	5.327984	0.9991123	2.4035308	3.9869218	4.0336623	3.4836903	1.5962871	7.027621
11	95450000	95455000	11	95700000	95705000	0,0,0	2.144648	0.96454877	1.4834045	0.77010643	1.223979	2.6554046	0.39700633	3.3399436
11	26670000	26675000	11	27495000	27500000	0,0,0	3.6934793	0.97791547	1.8890778	1.7218829	2.04988	2.282712	0.74134505	3.8132744
11	5600000	5605000	11	6350000	6355000	0,0,0	2.6826649	0.9499004	1.84303	0.72465336	1.1018836	2.3499162	0.41790107	2.9940526
11	17760000	17765000	11	17970000	17975000	0,0,0	5.4680166	0.9987301	3.6598175	1.746185	2.5730317	5.117354	1.0594281	6.6695185
11	111580000	111585000	11	112260000	112265000	0,0,0	2.6440701	1.0	1.7197611	0.9079898	0.92062014	1.7095135	0.4780611	2.5166156
11	60830000	60835000	11	60885000	60890000	0,0,0	2.460208	0.9777122	1.840185	0.74468386	1.125649	3.1421697	0.37534282	3.804111
11	113810000	113815000	11	114260000	114265000	0,0,0	3.891231	0.9808138	2.3842647	1.3716812	1.706762	2.7347023	0.6870343	3.9539747
11	90285000	90290000	11	92545000	92550000	0,0,0	2.4131155	0.98121256	1.3967634	1.691025	3.042381	4.4047003	1.1622422	5.9078336
11	22330000	22335000	11	22780000	22785000	0,0,0	3.5762484	0.9897927	2.2785523	1.4263272	1.8864983	3.3172827	0.77337927	4.5851293
11	18115000	18120000	11	18735000	18740000	0,0,0	2.4914455	0.9892161	1.9456586	0.7282098	1.1865177	3.8828723	0.5813208	4.53017
11	64685000	64690000	11	64725000	64730000	0,0,0	2.2226408	0.9365251	1.632347	0.6974077	0.7955391	2.1374793	0.23766546	2.7573972
11	115335000	115340000	11	115900000	115905000	0,0,0	2.3673444	0.9853457	1.5057253	1.4680679	1.667796	2.9185104	0.68016946	4.2234597
11	128030000	128035000	11	128860000	128865000	0,0,0	4.0092297	0.9981791	2.4727058	2.2547064	2.6506643	4.3048906	0.9128395	6.309074
11	20245000	20250000	11	20325000	20330000	0,0,0	2.061626	1.0	1.6294315	0.32624194	0.45372579	1.5931702	0.1905435	1.883163
11	27295000	27300000	11	27475000	27480000	0,0,0	3.0360963	0.954834	2.2168453	0.6468783	0.98262584	2.5227277	0.4534777	3.0977309
11	87465000	87470000	11	88035000	88040000	0,0,0	4.144405	1.0	2.2105885	1.3454368	1.3559446	1.5865669	0.60367626	2.7825108
11	126440000	126445000	11	127075000	127080000	0,0,0	3.3633313	0.9743246	1.8023956	1.6508777	1.8305417	2.1951535	0.8397275	3.6626003
11	43945000	43950000	11	44035000	44040000	0,0,0	3.8197143	0.99426776	1.9033356	2.3592212	2.8671162	3.0650978	0.84703654	5.1621833
11	16785000	16790000	11	17060000	17065000	0,0,0	3.4708076	0.9724427	2.516138	0.820623	1.1333858	2.8624182	0.36973566	3.5918608
11	88305000	88310000	11	88530000	88535000	0,0,0	2.5160313	0.92666423	1.6354626	0.8538759	1.0019654	1.8539766	0.37486038	2.6129775
11	15930000	15935000	11	16190000	16195000	0,0,0	2.058958	0.91624755	1.4829358	0.5939854	0.7871568	1.9521599	0.346385	2.480147
11	58560000	58565000	11	58900000	58905000	0,0,0	2.7688437	0.9645946	1.7594311	1.0627209	1.3718972	2.3965962	0.5504062	3.341237
11	67385000	67390000	11	67570000	67575000	0,0,0	2.0737548	0.93470436	1.450756	0.6372092	0.9624611	2.1627054	0.4000008	2.7291133
11	19065000	19070000	11	19895000	19900000	0,0,0	3.4498668	0.99477273	2.322293	1.3142493	2.0262854	4.086195	0.6930033	5.2544165
11	100580000	100585000	11	101835000	101840000	0,0,0	2.637123	0.9847238	1.556993	1.7349509	1.8088491	2.6397161	0.632603	4.181895
11	126610000	126615000	11	127060000	127065000	0,0,0	3.0044436	0.98622006	1.6993014	1.817374	1.9997746	2.6695435	0.6694232	4.284987
11	27695000	27700000	11	28695000	28700000	0,0,0	3.2475135	0.9964999	1.9977471	2.1018498	3.659986	5.966115	1.2810236	7.8344254
11	129920000	129925000	11	130125000	130130000	0,0,0	4.157069	0.9986919	2.837492	1.5921993	2.4971712	5.2245865	0.82012916	6.639875
11	7100000	7105000	11	7980000	7985000	0,0,0	2.968814	0.977787	1.8306665	1.2624189	1.6495119	2.6853228	0.7238681	3.8074727
11	129115000	129120000	11	129750000	129755000	0,0,0	4.4905753	0.9956189	2.4676232	1.9190772	2.8632836	3.725162	0.6499698	5.4310083
11	134365000	134370000	11	134945000	134950000	0,0,0	2.5218554	0.9775516	1.5055004	1.4358748	1.6730529	2.5205965	0.6878707	3.7969296
11	4225000	4230000	11	4320000	4325000	0,0,0	13.749678	0.99999964	3.1452813	10.786685	12.573107	5.320844	4.530071	14.909009
11	85690000	85695000	11	85825000	85830000	0,0,0	2.4348118	1.0	1.6955272	0.6824962	0.7513292	1.6962936	0.41230446	2.3029568
11	5125000	5130000	11	5200000	5205000	0,0,0	3.0923736	1.0	2.0696445	0.7148092	1.0641649	2.1155431	0.32900503	2.7509289
11	86450000	86455000	11	86920000	86925000	0,0,0	2.866952	1.0	1.9968745	0.55439955	1.0779424	2.3649712	0.2913518	2.8577707
11	116450000	116455000	11	116640000	116645000	0,0,0	2.3504338	0.9684942	1.4871566	1.2726228	1.3481374	2.3267217	0.4823139	3.4579415
11	31235000	31240000	11	31870000	31875000	0,0,0	3.3679953	0.9896386	2.36481	0.65201175	1.8009562	3.990579	0.42604515	4.570145
11	82665000	82670000	11	84560000	84565000	0,0,0	4.521087	0.9991321	1.732747	4.0772433	4.755349	3.425973	1.5591465	7.050189
11	4630000	4635000	11	5370000	5375000	0,0,0	5.004412	0.99765307	2.3557117	2.9956133	3.509832	3.392499	1.5221252	6.0552664
