chromosome1	x1	x2	chromosome2	y1	y2	color	APScoreAvg	ProbabilityofEnrichment	RegAPScoreAvg	Avg_diffMaxNeihgboor_1	Avg_diffMaxNeihgboor_2	avg	std	value
11	45960000	45965000	11	46010000	46015000	0,0,0	1.9575921	0.9400651	1.32328	0.77366626	1.0382711	2.1270845	0.47008955	2.8147879
11	108695000	108700000	11	109935000	109940000	0,0,0	3.4694347	0.99031574	1.9996535	1.801629	2.1690536	3.0362844	0.66299886	4.6377325
11	109960000	109965000	11	110095000	110100000	0,0,0	2.679237	0.93823117	1.6578014	1.0837795	1.1168938	1.8212855	0.5289937	2.784645
11	77190000	77195000	11	77550000	77555000	0,0,0	3.003548	0.9965056	2.1099746	1.3306189	1.9644494	4.474415	0.673587	5.657187
11	94620000	94625000	11	95765000	95770000	0,0,0	2.5430903	0.9576611	1.4325857	1.000616	1.6573982	2.2729409	0.49862853	3.1623774
11	18665000	18670000	11	18730000	18735000	0,0,0	2.0994906	1.0	1.5953366	0.4158458	0.57115626	1.7067653	0.20215166	2.076406
11	7680000	7685000	11	8100000	8105000	0,0,0	2.6266646	1.0	1.8440214	0.6539072	0.67597723	1.5729783	0.32809004	2.1542292
11	68630000	68635000	11	69090000	69095000	0,0,0	3.8704782	0.9974407	2.7050974	1.0711688	2.272427	5.0164914	0.78729486	5.9686413
11	22340000	22345000	11	22775000	22780000	0,0,0	3.064737	0.98231494	2.1091096	1.1458948	1.3931634	3.0168822	0.86584777	4.035455
11	75020000	75025000	11	75210000	75215000	0,0,0	2.9522905	0.98813504	2.3115036	0.73603517	1.1359257	3.78037	0.4167388	4.4346232
11	460000	465000	11	495000	500000	0,0,0	1.7862762	0.9479412	1.4555584	0.43337458	0.6383551	2.570466	0.28372842	2.955688
11	34180000	34185000	11	34895000	34900000	0,0,0	4.86401	1.0	2.634046	1.841348	1.9199486	2.3286746	0.7936928	3.9654284
11	59820000	59825000	11	59915000	59920000	0,0,0	2.9217937	0.95099986	2.0516214	0.7402678	1.0334629	2.3582282	0.3221628	3.0162442
11	94970000	94975000	11	95140000	95145000	0,0,0	2.8672724	1.0	1.8955554	0.60924494	0.91830033	1.767897	0.41826823	2.309448
11	14525000	14530000	11	14895000	14900000	0,0,0	3.1805687	0.9903505	2.49021	0.8527847	1.1477071	3.8832953	0.52652174	4.641326
11	59960000	59965000	11	60125000	60130000	0,0,0	2.6098049	0.980568	1.8757844	0.65486294	1.4045901	3.3591418	0.36890495	3.9412422
11	57745000	57750000	11	57800000	57805000	0,0,0	2.080872	0.9085579	1.5984478	0.43298694	0.65010667	2.00742	0.22238567	2.3922973
11	71605000	71610000	11	71810000	71815000	0,0,0	2.6450026	0.96963286	2.1139467	0.62578714	0.78346133	2.9385016	0.4165221	3.494757
11	27700000	27705000	11	28530000	28535000	0,0,0	2.8420541	0.98937017	1.6414679	2.1779852	3.2467904	4.6328197	1.3568437	6.5688066
11	128030000	128035000	11	128830000	128835000	0,0,0	3.802019	0.99224114	2.126282	2.1191957	2.2869458	2.9756956	0.8147996	4.859425
11	64925000	64930000	11	64980000	64985000	0,0,0	1.7316486	0.9375482	1.42428	0.44741	0.5455518	2.3759508	0.17557243	2.7736485
11	85855000	85860000	11	86295000	86300000	0,0,0	2.9386117	0.9951505	2.238074	0.88426405	1.5430026	4.5434165	0.42649555	5.329429
11	9760000	9765000	11	10320000	10325000	0,0,0	3.4517372	0.99739677	2.3328187	1.788206	2.1204033	4.3621078	0.677341	5.9516244
11	10415000	10420000	11	10500000	10505000	0,0,0	2.5257344	0.93199635	1.9980679	0.45046863	0.65236694	2.288056	0.21838859	2.6884723
11	126705000	126710000	11	126990000	126995000	0,0,0	2.2569778	0.93550164	1.6482555	0.6915417	0.8095014	2.1266956	0.41436696	2.7413993
11	34995000	35000000	11	35235000	35240000	0,0,0	2.5189111	0.98376364	1.5745107	1.3393618	1.7444377	2.9303854	0.58268094	4.1209292
11	114320000	114325000	11	114755000	114760000	0,0,0	2.970538	0.98009837	2.229678	0.66997606	1.1915734	3.321824	0.29480276	3.9173584
11	35840000	35845000	11	36145000	36150000	0,0,0	2.3560834	0.94502187	1.8100559	0.6180211	0.74152285	2.3517683	0.30753636	2.9011204
11	10405000	10410000	11	10735000	10740000	0,0,0	6.819398	0.9998335	4.236209	2.2706468	4.0148735	6.683138	1.0174222	8.70149
11	120935000	120940000	11	121190000	121195000	0,0,0	2.3753214	0.91264427	1.6911931	0.6472168	0.7735576	1.8627156	0.31065527	2.4380195
11	12050000	12055000	11	12890000	12895000	0,0,0	3.4421856	0.9851319	2.0768273	1.4562693	1.8804718	2.914512	0.56146395	4.2089734
11	9160000	9165000	11	9495000	9500000	0,0,0	3.1568377	0.9908931	2.5990996	0.6759431	0.95927674	4.098376	0.3782676	4.699214
11	58075000	58080000	11	58500000	58505000	0,0,0	2.1567707	0.94811326	1.5138298	0.8979516	0.92928654	2.1608198	0.5531357	2.9589992
11	118195000	118200000	11	118490000	118495000	0,0,0	2.4540596	0.98306763	1.8091853	0.75918436	1.295191	3.4041214	0.5921235	4.078952
11	93900000	93905000	11	94185000	94190000	0,0,0	2.3793223	0.9771119	1.7503867	0.98604536	1.067179	2.901045	0.37730372	3.77753
11	111585000	111590000	11	111835000	111840000	0,0,0	3.7996926	0.9937932	3.0738118	0.8845153	1.0748836	4.296402	0.6096722	5.082638
11	88015000	88020000	11	88550000	88555000	0,0,0	3.8062618	0.99928516	2.1164448	2.9552464	3.5475779	4.6173487	1.3498392	7.244234
11	77125000	77130000	11	77185000	77190000	0,0,0	2.339521	0.9153226	1.6570354	0.58441013	0.8332711	1.9496866	0.30372754	2.4691625
11	57565000	57570000	11	57645000	57650000	0,0,0	2.8487155	1.0	1.9090319	0.83364075	1.033634	2.0731626	0.42034936	2.8141766
11	19940000	19945000	11	20125000	20130000	0,0,0	5.1556077	0.9983671	4.027614	0.98888886	1.6996217	5.5390363	0.57378584	6.418048
11	5125000	5130000	11	5290000	5295000	0,0,0	3.3799927	0.98128647	2.2719736	1.0683205	1.5038992	3.0293033	0.4785833	3.9789217
11	19070000	19075000	11	19265000	19270000	0,0,0	2.4323046	0.93457985	1.8328723	0.6946616	0.70284164	2.1097312	0.28175038	2.7272081
11	66690000	66695000	11	66830000	66835000	0,0,0	5.0065317	0.9976297	3.221279	1.6223536	2.5570781	4.6032686	0.6248985	6.045361
11	91775000	91780000	11	92055000	92060000	0,0,0	2.3446236	0.93945426	1.3455449	1.2408392	1.2469265	1.7016788	0.5305471	2.804647
11	18130000	18135000	11	18200000	18205000	0,0,0	1.9131106	1.0	1.4852698	0.38691866	0.46164563	1.5308453	0.18715997	1.874773
11	16185000	16190000	11	16605000	16610000	0,0,0	3.248914	0.995895	2.3783786	0.7734827	1.9143027	4.808584	0.48804548	5.4961243
11	122865000	122870000	11	123020000	123025000	0,0,0	3.6679003	1.0	2.2969093	0.9896302	1.4518696	2.4535065	0.35451895	3.3331778
11	16335000	16340000	11	16600000	16605000	0,0,0	3.0765889	0.97584385	2.2063682	0.6148251	1.3382598	3.1770916	0.5504995	3.7236028
11	69945000	69950000	11	70075000	70080000	0,0,0	3.1415663	0.99080086	1.8381948	1.627964	2.2257423	3.2420502	0.6606995	4.689129
11	14910000	14915000	11	15075000	15080000	0,0,0	2.672838	1.0	1.9058448	0.5960473	0.820857	1.9656073	0.35809422	2.4954271
11	63835000	63840000	11	64145000	64150000	0,0,0	3.7944846	0.98818266	2.4972656	1.1143733	1.8138111	3.4480925	0.72848755	4.438647
11	63485000	63490000	11	63735000	63740000	0,0,0	2.371218	0.92329717	1.8482338	0.5456951	0.6121587	2.083021	0.31618708	2.5680833
11	124645000	124650000	11	124835000	124840000	0,0,0	3.4972155	0.98110116	2.4285476	0.93601626	1.4270775	3.137053	0.5227695	3.9690673
11	44930000	44935000	11	45100000	45105000	0,0,0	7.385766	0.9994754	4.565045	1.745306	3.6349401	6.0023255	0.9549584	7.5537086
11	46885000	46890000	11	47150000	47155000	0,0,0	4.9801774	0.99980974	3.4770637	2.078615	3.0012498	6.7202435	0.90004635	8.567901
11	37650000	37655000	11	38400000	38405000	0,0,0	2.407661	0.96722895	1.3335867	1.3469137	1.7094264	2.2213085	0.71958864	3.418565
11	102335000	102340000	11	102495000	102500000	0,0,0	2.893159	0.98038596	2.0105774	1.0752342	1.3365444	2.9761534	0.61197674	3.9319174
11	6015000	6020000	11	6330000	6335000	0,0,0	3.2544699	0.9909999	2.4801004	1.0292332	1.2368495	3.796134	0.4996633	4.7110076
11	102730000	102735000	11	102935000	102940000	0,0,0	3.0088627	1.0	1.7744553	1.0375541	1.1766939	1.7226598	0.40159473	2.6449301
11	121320000	121325000	11	121585000	121590000	0,0,0	2.870567	0.96019524	1.9908539	0.93431526	1.0766827	2.3936002	0.5555265	3.2241027
11	26300000	26305000	11	27480000	27485000	0,0,0	4.024974	0.9908835	2.0637496	2.0758524	2.5390167	2.8529577	0.88037103	4.6981597
11	72020000	72025000	11	72430000	72435000	0,0,0	3.4170754	0.9846816	2.507224	0.5889062	1.4442377	3.655662	0.3711441	4.1791344
11	74450000	74455000	11	74720000	74725000	0,0,0	2.1191123	1.0	1.4051964	0.6250846	0.78801346	1.5351039	0.34993303	2.0907345
11	131755000	131760000	11	132945000	132950000	0,0,0	3.6400437	0.9976684	1.4582847	5.055183	5.237252	3.7976108	1.818555	8.291106
11	47370000	47375000	11	47405000	47410000	0,0,0	1.8349414	0.9059527	1.4323092	0.36461508	0.62826335	2.0401	0.23490013	2.3642023
11	34520000	34525000	11	35395000	35400000	0,0,0	3.7772317	0.9979134	2.1233542	2.64977	2.8982615	3.8175082	1.0521741	6.172859
11	123580000	123585000	11	123705000	123710000	0,0,0	2.7473485	1.0	2.1497269	0.29249913	0.58047116	1.8781335	0.17740351	2.1381328
11	129920000	129925000	11	130135000	130140000	0,0,0	3.6108255	0.9975053	2.6821814	1.0139177	1.9018042	5.0929394	0.54131573	5.9941998
11	15650000	15655000	11	16630000	16635000	0,0,0	3.0153296	0.99611324	1.7595421	1.8314737	2.6963143	3.9227855	1.0429417	5.5507617
11	75280000	75285000	11	75380000	75385000	0,0,0	5.52482	1.0	3.7220705	0.9088825	1.940237	3.8889906	0.46947324	4.696886
11	62905000	62910000	11	63205000	63210000	0,0,0	3.786001	0.9834698	2.5393693	1.0362273	1.5928369	3.1819003	0.5952961	4.102991
11	96460000	96465000	11	96890000	96895000	0,0,0	2.83056	0.9471439	1.8201411	1.0305737	1.1248062	2.0244215	0.4506624	2.940487
11	6800000	6805000	11	7695000	7700000	0,0,0	2.751627	0.9845466	1.761576	1.5546002	1.5672615	2.7884936	0.7497335	4.1703606
11	12960000	12965000	11	13145000	13150000	0,0,0	2.7978826	0.98942983	2.1548257	0.8646265	1.2017527	3.7816348	0.6033583	4.550192
11	120665000	120670000	11	121195000	121200000	0,0,0	2.4083912	0.9498124	1.4642513	1.2099935	1.2278838	1.916748	0.54519695	2.9922976
11	43505000	43510000	11	43705000	43710000	0,0,0	2.280555	1.0	1.4246926	0.76603997	0.8871274	1.4851367	0.30253175	2.1660612
11	86455000	86460000	11	86815000	86820000	0,0,0	5.0616574	0.9972329	3.0832305	1.8682624	2.6633987	4.229889	0.9417633	5.8905663
11	121245000	121250000	11	121590000	121595000	0,0,0	2.7421844	0.9548336	2.0455368	0.575777	0.9417553	2.5859222	0.42611402	3.097724
11	75800000	75805000	11	75865000	75870000	0,0,0	2.251043	0.9130656	1.7195961	0.502697	0.6497939	1.996013	0.33297622	2.442855
11	126440000	126445000	11	126985000	126990000	0,0,0	3.1660883	0.9702816	2.0210261	1.1898377	1.3921757	2.45872	0.5136138	3.5163531
11	107550000	107555000	11	107685000	107690000	0,0,0	2.7840896	0.9427071	2.2234037	0.412273	0.69378334	2.493411	0.23419611	2.859876
11	67845000	67850000	11	67945000	67950000	0,0,0	3.1582289	0.97967213	2.3502185	0.85751987	1.1287504	3.1339276	0.56647956	3.8961678
11	76595000	76600000	11	76680000	76685000	0,0,0	2.6679215	0.93832785	2.2589123	0.36638403	0.48422015	2.4605362	0.2279327	2.7862113
11	112290000	112295000	11	113270000	113275000	0,0,0	2.4537065	0.9806948	1.5041165	1.4853615	1.6445119	2.6274679	0.67697877	3.947789
11	3850000	3855000	11	3955000	3960000	0,0,0	2.5663815	0.97160393	1.9809539	0.5299575	1.0045731	3.0908003	0.24312234	3.5618734
11	64850000	64855000	11	64890000	64895000	0,0,0	1.9952112	0.9544596	1.3591704	0.71349055	1.1821208	2.4552617	0.39315125	3.0894754
11	42775000	42780000	11	43280000	43285000	0,0,0	2.7121186	0.9365695	1.6354995	1.0615599	1.1799555	1.8144875	0.58715194	2.7580962
11	12675000	12680000	11	12810000	12815000	0,0,0	1.9451925	0.9569921	1.356168	0.82620025	1.0757316	2.4122972	0.3572482	3.1466973
11	48965000	48970000	11	49815000	49820000	0,0,0	35.650993	1.0	4.2137265	39.99325	45.30939	11.848447	14.54464	47.398003
11	44135000	44140000	11	44270000	44275000	0,0,0	2.2410734	0.9356299	1.7610476	0.5371747	0.6495681	2.2659018	0.2721571	2.7433906
11	18240000	18245000	11	18760000	18765000	0,0,0	2.6791463	0.99449384	1.723327	1.6247236	2.0876856	3.7582262	0.71708536	5.2024245
11	131060000	131065000	11	131680000	131685000	0,0,0	3.667428	0.99524343	1.9819376	2.5578408	2.5620372	3.075144	1.1238616	5.3487806
11	65710000	65715000	11	65815000	65820000	0,0,0	2.5220027	0.97485965	1.9283812	0.6187781	1.045376	3.133639	0.39103788	3.683664
11	26750000	26755000	11	27130000	27135000	0,0,0	3.0351808	0.9691554	1.6228691	1.3965956	1.8312309	2.237735	0.53181386	3.4791534
11	59815000	59820000	11	60130000	60135000	0,0,0	3.2688951	0.99503446	2.4688752	0.9653831	1.5462503	4.447668	0.6541612	5.305786
11	119210000	119215000	11	119280000	119285000	0,0,0	1.9248778	0.9397236	1.4576346	0.56588876	0.782493	2.3060937	0.24435441	2.8091059
11	35835000	35840000	11	36470000	36475000	0,0,0	2.305231	0.9349885	1.3292984	1.1673685	1.2244905	1.6958134	0.49298665	2.7334743
11	96465000	96470000	11	96645000	96650000	0,0,0	2.4960938	1.0	1.7898616	0.50304526	0.6400268	1.5695369	0.2252328	2.0166883
11	128165000	128170000	11	128955000	128960000	0,0,0	2.427679	0.9676035	1.5863386	1.1013613	1.3067064	2.451073	0.5655114	3.4300609
11	76845000	76850000	11	76910000	76915000	0,0,0	1.8735025	0.9081824	1.494715	0.30626723	0.6013186	2.115961	0.16852318	2.3881986
11	121655000	121660000	11	122200000	122205000	0,0,0	3.1474335	0.9875174	1.8960546	1.3197509	2.06352	3.210765	0.7109494	4.383877
11	9755000	9760000	11	10070000	10075000	0,0,0	2.2224076	0.93688756	1.5341178	0.82858086	0.9228226	2.0266078	0.3701653	2.763124
11	36040000	36045000	11	36130000	36135000	0,0,0	3.046497	0.9554645	2.4023356	0.4546954	0.80072653	2.707617	0.1990287	3.1117904
11	36030000	36035000	11	36260000	36265000	0,0,0	2.8477266	1.0	2.1646118	0.4490947	0.6614782	1.9647149	0.18953447	2.3639102
11	95160000	95165000	11	95545000	95550000	0,0,0	2.799459	0.9540242	1.8157917	0.994641	1.1936618	2.1958337	0.42960787	3.079959
11	60830000	60835000	11	60885000	60890000	0,0,0	2.3651488	0.9778328	1.7164947	0.75682104	1.2540658	3.1368062	0.3469994	3.809536
11	119380000	119385000	11	119445000	119450000	0,0,0	2.132557	0.920988	1.5982898	0.5605677	0.71338356	2.0401368	0.34458432	2.5384192
11	76205000	76210000	11	76310000	76315000	0,0,0	3.5510333	0.9754366	2.2617085	1.1962694	1.504853	2.643534	0.51319957	3.7068844
11	14540000	14545000	11	14790000	14795000	0,0,0	2.1047535	0.92949533	1.4941136	0.7894172	0.80765194	1.9506469	0.33247536	2.6523511
11	116515000	116520000	11	116645000	116650000	0,0,0	1.9860252	0.91042256	1.3930738	0.6250494	0.81310105	1.8573025	0.24246286	2.412902
11	5665000	5670000	11	5890000	5895000	0,0,0	2.293073	0.9606546	1.5262079	0.9875273	1.1970313	2.35791	0.4074623	3.235712
11	109850000	109855000	11	110180000	110185000	0,0,0	2.6767051	1.0	1.7890562	0.7153963	0.86721	1.7280667	0.42014378	2.3639746
11	67080000	67085000	11	67240000	67245000	0,0,0	2.5704706	0.9710775	2.0135982	0.63883495	0.88007027	2.9756486	0.35752726	3.543502
11	47180000	47185000	11	47255000	47260000	0,0,0	2.432704	0.9263831	1.9330889	0.39737606	0.6385821	2.2559276	0.29318032	2.609151
11	129360000	129365000	11	129700000	129705000	0,0,0	2.2861776	0.97568893	1.5443295	1.2035179	1.282939	2.6474147	0.6972583	3.7172084
11	65710000	65715000	11	65985000	65990000	0,0,0	2.5440176	0.9827071	1.9119481	0.7464602	1.2020719	3.3943586	0.5114326	4.057879
11	58560000	58565000	11	58900000	58905000	0,0,0	2.5878756	0.9687695	1.8274467	0.81077576	1.1862856	2.7460299	0.40381995	3.4667196
11	107990000	107995000	11	108660000	108665000	0,0,0	3.1545079	0.99073625	2.0996907	1.3011808	1.7957081	3.5255291	0.81214696	4.6821346
11	90260000	90265000	11	93215000	93220000	0,0,0	3.0388587	0.9964774	1.5774907	2.5641515	2.9626803	3.3699102	1.6878312	5.649156
11	59960000	59965000	11	60060000	60065000	0,0,0	2.0555718	0.953304	1.5603	0.6925942	0.80736464	2.448775	0.3172056	3.0644143
11	84555000	84560000	11	85590000	85595000	0,0,0	3.006406	0.9912323	1.6773732	1.971622	2.2862916	2.984615	1.025346	4.7371683
11	4225000	4230000	11	4320000	4325000	0,0,0	13.990447	0.9999999	2.9516997	12.095021	13.859051	5.395728	4.8486857	16.146858
11	59540000	59545000	11	59800000	59805000	0,0,0	2.9214323	1.0	2.1607707	0.41653535	0.8675539	2.2741308	0.20880607	2.6443844
11	5125000	5130000	11	5200000	5205000	0,0,0	3.124797	0.9595176	2.0989394	0.722907	1.2837286	2.564636	0.32759884	3.2072198
11	131240000	131245000	11	131495000	131500000	0,0,0	2.294545	0.9194754	1.3672155	1.0451578	1.0683978	1.5904242	0.5408342	2.5194533
11	75720000	75725000	11	75865000	75870000	0,0,0	2.8761945	1.0	1.9714235	0.77651036	0.92326105	1.9780595	0.38696614	2.668291
11	78650000	78655000	11	78955000	78960000	0,0,0	2.3077025	0.9174867	1.6233417	0.639284	0.8364844	1.9268023	0.39425087	2.4950547
11	13205000	13210000	11	13345000	13350000	0,0,0	2.6618335	1.0	1.9902449	0.5847879	0.69485605	1.9844788	0.26954934	2.5042903
11	15945000	15950000	11	16165000	16170000	0,0,0	2.0416007	0.90637755	1.431433	0.6459166	0.7831921	1.794583	0.34897688	2.368731
11	116790000	116795000	11	117105000	117110000	0,0,0	2.8561797	0.99501824	1.9996688	1.5104247	1.7293494	3.9599223	0.7074568	5.3025217
11	129365000	129370000	11	129745000	129750000	0,0,0	3.4835634	0.9897117	2.2560394	1.293576	1.873372	3.4273748	0.7764167	4.5772204
11	124415000	124420000	11	124585000	124590000	0,0,0	3.6457896	0.9757827	2.640001	0.7998657	1.2040635	3.010082	0.36727443	3.7210736
11	124070000	124075000	11	124835000	124840000	0,0,0	3.0744493	0.98762095	1.8310115	1.7772841	1.8869729	2.8123949	0.77628624	4.392203
11	96165000	96170000	11	96340000	96345000	0,0,0	1.9028571	0.92608607	1.3938832	0.6646578	0.756445	2.0143168	0.3928564	2.6051238
11	109855000	109860000	11	109935000	109940000	0,0,0	3.3454585	1.0	2.1776516	0.8163444	1.0326378	1.9159865	0.41130272	2.6416261
11	14645000	14650000	11	14765000	14770000	0,0,0	2.1718729	0.9218552	1.6095992	0.615884	0.7233482	2.0020037	0.31573927	2.5494561
11	126305000	126310000	11	126480000	126485000	0,0,0	2.9561386	1.0	2.1955562	0.46090987	0.86200595	2.3077693	0.33307466	2.717467
11	86670000	86675000	11	86805000	86810000	0,0,0	2.4088995	0.9383002	1.6616589	0.70352834	0.99846	2.160405	0.3705019	2.7857633
11	82715000	82720000	11	82860000	82865000	0,0,0	3.2457478	1.0	2.4268231	0.4575867	0.91697323	2.4996002	0.3199385	2.9063437
11	16955000	16960000	11	17375000	17380000	0,0,0	2.1665704	0.9181822	1.501211	0.7386613	0.83197784	1.8469323	0.36528394	2.50352
11	102285000	102290000	11	102495000	102500000	0,0,0	3.3316069	0.98412716	2.2296042	1.0632225	1.609919	3.1984885	0.5790424	4.143575
11	72830000	72835000	11	73240000	73245000	0,0,0	3.5473983	0.9957292	2.362256	2.206294	2.8691678	5.6484723	0.7936456	7.609622
11	112290000	112295000	11	112550000	112555000	0,0,0	2.6743662	0.95717984	1.9442221	0.4202041	1.1341056	2.7775583	0.38005728	3.151073
11	74700000	74705000	11	75245000	75250000	0,0,0	3.936665	0.9829217	2.396132	1.4479189	1.7648771	2.7833304	0.7019837	4.0703692
11	60820000	60825000	11	61165000	61170000	0,0,0	3.260405	0.9869356	2.2596035	1.3047087	1.4283842	3.178573	0.7972891	4.338314
11	62390000	62395000	11	62690000	62695000	0,0,0	3.408644	0.97771764	2.470189	0.94246733	1.16533	2.9666061	0.39303747	3.804355
11	19070000	19075000	11	19895000	19900000	0,0,0	3.7140129	0.9905768	2.0807242	1.9548956	2.2280626	2.9273784	0.83784485	4.6650634
11	4185000	4190000	11	4490000	4495000	0,0,0	3.9308124	0.99896175	2.7298281	1.4431677	2.5585303	5.588091	0.7274617	6.870906
11	66870000	66875000	11	66970000	66975000	0,0,0	2.3083608	0.9523278	1.8590218	0.53712595	0.65719044	2.566277	0.3991854	3.0437222
11	118595000	118600000	11	118655000	118660000	0,0,0	2.050744	0.9061368	1.6874986	0.29868174	0.5055269	2.1006672	0.22320625	2.366162
11	124070000	124075000	11	124330000	124335000	0,0,0	2.4227176	0.96774733	1.6711454	1.0561182	1.1367052	2.4957385	0.52118224	3.4345102
11	13485000	13490000	11	14250000	14255000	0,0,0	2.6955905	0.96768486	1.7320513	1.0272187	1.4035393	2.5194933	0.6343453	3.4325764
11	82860000	82865000	11	83810000	83815000	0,0,0	3.8172312	0.99369276	2.5055127	1.498963	1.9708842	3.7341707	0.66372	5.066582
11	104895000	104900000	11	105825000	105830000	0,0,0	2.2964978	0.98539007	1.3607997	1.7303545	1.8255506	2.6883993	1.0684844	4.2264924
11	86865000	86870000	11	87295000	87300000	0,0,0	3.5959	0.9944631	2.2992618	1.6751821	2.0904133	3.7078044	0.93670905	5.196855
11	133075000	133080000	11	134045000	134050000	0,0,0	2.5628667	0.98218846	1.6312891	1.0501181	1.7628452	3.094888	0.6895521	4.0283265
11	62905000	62910000	11	63020000	63025000	0,0,0	6.781428	1.0	3.9510102	1.8456988	2.985993	4.3531313	0.725554	5.993752
11	36290000	36295000	11	36485000	36490000	0,0,0	3.8982573	0.9807356	2.5676405	1.1606262	1.5263228	2.9182394	0.63368815	3.9499073
11	113895000	113900000	11	114260000	114265000	0,0,0	3.9527678	0.9881823	2.8275037	0.979047	1.4848121	3.5683522	0.5725501	4.4386163
11	15100000	15105000	11	15210000	15215000	0,0,0	2.9480202	0.95377356	1.9720541	0.95078224	1.1149932	2.2293825	0.4089475	3.0745225
11	57005000	57010000	11	57255000	57260000	0,0,0	3.2129455	1.0	2.1313446	0.80229664	1.0804322	2.1035538	0.42893592	2.8167064
11	96480000	96485000	11	96815000	96820000	0,0,0	2.695998	0.9415036	1.7607979	0.8770528	1.1002771	2.0594819	0.41690263	2.8390841
11	73345000	73350000	11	73395000	73400000	0,0,0	1.9275823	0.92604023	1.3520538	0.565656	0.9322358	2.1016989	0.35837957	2.6045043
11	98450000	98455000	11	99010000	99015000	0,0,0	3.0780933	0.98368084	1.6996112	1.7160518	2.0220118	2.5904639	0.71830785	4.1158433
11	13775000	13780000	11	13955000	13960000	0,0,0	2.764061	0.9570741	1.9870942	0.7515446	1.0071356	2.4805672	0.38758084	3.1486068
11	12050000	12055000	11	12280000	12285000	0,0,0	4.6004043	0.99937147	2.967846	1.6654289	3.255445	5.892462	1.0477208	7.3728437
11	33855000	33860000	11	33970000	33975000	0,0,0	5.376418	0.99858695	3.8807085	1.3025658	2.2014124	5.4048405	0.6538709	6.5626774
11	108700000	108705000	11	108965000	108970000	0,0,0	2.5754533	1.0	1.781244	0.65930474	0.7018821	1.5547825	0.26447117	2.1408312
11	7345000	7350000	11	7690000	7695000	0,0,0	2.4867084	0.9536254	1.6718497	0.8881045	1.1284913	2.2818952	0.51545054	3.0713215
