chromosome1	x1	x2	chromosome2	y1	y2	color	APScoreAvg	ProbabilityofEnrichment	RegAPScoreAvg	Avg_diffMaxNeihgboor_1	Avg_diffMaxNeihgboor_2	avg	std	value
11	63825000	63830000	11	64145000	64150000	0,0,0	2.825333	0.9768564	2.129753	0.54772127	1.1750011	3.2795644	0.44816542	3.7664278
11	20640000	20645000	11	22305000	22310000	0,0,0	3.8350856	0.99895555	2.0985286	2.6317453	3.5412002	4.525671	1.330095	6.8650007
11	129360000	129365000	11	129695000	129700000	0,0,0	3.0619237	0.99062127	1.6350965	2.1869502	2.3066487	2.7258384	0.8027554	4.669794
11	72590000	72595000	11	72640000	72645000	0,0,0	1.8179451	0.9315385	1.5235337	0.24300525	0.5570978	2.4657578	0.15739965	2.6817625
11	1655000	1660000	11	2150000	2155000	0,0,0	4.0213733	0.99556714	2.5347674	1.653975	2.3032842	3.9490662	1.410936	5.419266
11	122630000	122635000	11	122775000	122780000	0,0,0	2.8715446	0.972496	1.9227117	0.96589494	1.3724957	2.7352228	0.3989574	3.593796
11	27695000	27700000	11	28690000	28695000	0,0,0	2.5612245	0.97650385	1.5946486	1.4917881	2.5830443	4.3194003	0.8677379	5.6454344
11	120520000	120525000	11	121200000	121205000	0,0,0	2.797121	0.95661926	1.9069895	1.0258832	1.0474192	2.2261693	0.5149165	3.1380656
11	95075000	95080000	11	95760000	95765000	0,0,0	2.4440289	0.98546463	1.6018672	1.1506066	1.7030165	3.2088482	0.66930884	4.23161
11	128630000	128635000	11	128825000	128830000	0,0,0	2.1717927	1.0	1.4751201	0.5545699	0.70206904	1.4609803	0.25976914	1.9539312
11	67080000	67085000	11	67315000	67320000	0,0,0	3.1321619	0.98340464	2.0138638	1.1513062	1.7110893	3.0756726	0.55374914	4.099056
11	128880000	128885000	11	128955000	128960000	0,0,0	3.3763452	1.0	2.4065852	0.5196513	0.7598538	1.8101811	0.32635126	2.2720933
11	13205000	13210000	11	13340000	13345000	0,0,0	2.8448763	0.94778425	2.0989242	0.7030163	0.85820806	2.327774	0.3190578	2.9526772
11	113550000	113555000	11	113710000	113715000	0,0,0	1.8509674	0.9201601	1.4723191	0.49954373	0.5582687	2.0839553	0.34470224	2.5279944
11	44930000	44935000	11	45100000	45105000	0,0,0	7.0735397	0.9994251	4.3340325	1.827144	3.6020207	5.837937	0.9413889	7.462065
11	68255000	68260000	11	68445000	68450000	0,0,0	2.5426655	0.9668244	1.8421183	0.6838757	1.1244552	2.7984056	0.30204502	3.4062948
11	26285000	26290000	11	26645000	26650000	0,0,0	3.7168465	1.0	1.7183282	1.8590043	2.0361044	1.8774321	0.6920169	3.5298803
11	65415000	65420000	11	65510000	65515000	0,0,0	2.2076032	0.98278874	1.6664344	0.7276652	1.1922653	3.4157991	0.45718655	4.0626125
11	131060000	131065000	11	131675000	131680000	0,0,0	4.3568854	0.9956452	2.4044166	2.463414	2.575365	3.2473457	1.0634508	5.437047
11	102730000	102735000	11	102935000	102940000	0,0,0	2.7611842	1.0	1.7290853	0.62672544	1.0884312	1.8430598	0.35924155	2.400149
11	114340000	114345000	11	114585000	114590000	0,0,0	2.4804037	0.9555217	1.8467529	0.55000293	0.9676165	2.6241848	0.32317907	3.1130764
11	11615000	11620000	11	11765000	11770000	0,0,0	1.940733	1.0	1.397555	0.46236667	0.5964886	1.4816208	0.2988214	1.8926133
11	73980000	73985000	11	74175000	74180000	0,0,0	1.981621	0.9388135	1.4794216	0.62082624	0.7960077	2.2422733	0.3707091	2.794119
11	128285000	128290000	11	128630000	128635000	0,0,0	3.7476013	0.9789561	2.152205	1.1241958	2.0065014	2.8622596	0.6607405	3.8615446
11	56840000	56845000	11	57240000	57245000	0,0,0	3.9657803	1.0	2.5716016	1.1748981	1.2252984	2.2557483	0.6827104	3.3001022
11	61745000	61750000	11	61780000	61785000	0,0,0	2.0247076	0.927585	1.5303817	0.5325223	0.7353564	2.1522608	0.28920302	2.6256142
11	44285000	44290000	11	44535000	44540000	0,0,0	3.8423274	0.995323	2.7128751	1.0157796	1.9565419	4.462745	0.43551192	5.36566
11	47370000	47375000	11	47405000	47410000	0,0,0	1.9275013	0.915325	1.4009689	0.6146882	0.74656963	1.9228011	0.31950843	2.4691906
11	75445000	75450000	11	75525000	75530000	0,0,0	3.23336	0.98698694	2.2592638	0.9893052	1.5493578	3.462871	0.6098356	4.3422537
11	33535000	33540000	11	33675000	33680000	0,0,0	2.280129	0.92120916	1.7096341	0.5752355	0.70585257	2.0299013	0.31357342	2.5412219
11	112115000	112120000	11	112170000	112175000	0,0,0	2.1019225	1.0	1.5052224	0.48619595	0.6779172	1.6442089	0.3811287	2.076383
11	12410000	12415000	11	12900000	12905000	0,0,0	3.0663102	0.9971499	2.374655	1.1117977	1.5097969	4.8727484	0.7630352	5.8610134
11	114785000	114790000	11	115110000	115115000	0,0,0	2.473147	0.94394916	1.3630219	1.1715386	1.4354113	1.8404274	0.45670813	2.881795
11	58655000	58660000	11	58895000	58900000	0,0,0	2.7878516	0.9483011	1.8707045	0.7803575	1.1327022	2.2689738	0.38591263	2.962625
11	75280000	75285000	11	75380000	75385000	0,0,0	5.402105	1.0	3.5472662	1.1307523	2.1159904	3.9928496	0.5352431	4.997963
11	9860000	9865000	11	10320000	10325000	0,0,0	2.722717	0.9931378	1.6271359	1.9922607	2.1363401	3.2113445	0.77651364	4.982243
11	93890000	93895000	11	94325000	94330000	0,0,0	2.2868066	0.9842459	1.559248	1.2970896	1.4150294	2.9981148	0.48874936	4.1510835
11	14295000	14300000	11	14445000	14450000	0,0,0	2.7949932	0.9592157	2.234191	0.42774788	0.78928655	2.8195696	0.30791625	3.1997898
11	58955000	58960000	11	59130000	59135000	0,0,0	2.3019927	1.0	1.5715698	0.6449163	0.7671935	1.6245877	0.22400835	2.1978467
11	86610000	86615000	11	86815000	86820000	0,0,0	2.7859094	0.96803474	2.0395238	0.8618189	1.0105813	2.677401	0.44802877	3.4434624
11	134355000	134360000	11	134575000	134580000	0,0,0	2.1241598	0.9243571	1.467384	0.6267849	0.9340087	2.024857	0.35492733	2.5819993
11	118390000	118395000	11	118485000	118490000	0,0,0	2.480734	0.9604164	2.0354612	0.44820932	0.6816799	2.831267	0.25112695	3.229675
11	120345000	120350000	11	120405000	120410000	0,0,0	2.163264	0.927024	1.6878446	0.59108484	0.60341716	2.0924878	0.25163108	2.6178966
11	107575000	107580000	11	107900000	107905000	0,0,0	2.1244853	1.0	1.5159211	0.44672918	0.6931567	1.6506238	0.23050825	2.0477166
11	47180000	47185000	11	47350000	47355000	0,0,0	3.4496243	0.9788938	2.2541134	1.2293491	1.4747672	2.765834	0.72375214	3.858589
11	60970000	60975000	11	61120000	61125000	0,0,0	1.7580112	0.9631497	1.3060946	0.767486	0.94222504	2.6190252	0.42296398	3.301235
11	43560000	43565000	11	44035000	44040000	0,0,0	2.5913222	1.0	1.4640582	1.067354	1.1887348	1.5852771	0.5208658	2.5340362
11	130920000	130925000	11	131675000	131680000	0,0,0	3.7451844	0.9819486	2.2165241	1.4636221	1.8287657	2.713952	0.83941287	4.0149493
11	86040000	86045000	11	86195000	86200000	0,0,0	2.6429691	0.9908947	1.8506657	1.1128216	1.6447921	3.710205	0.43405798	4.69938
11	12675000	12680000	11	12810000	12815000	0,0,0	1.7938225	0.9494132	1.3045076	0.6390703	0.9524503	2.4163108	0.32885596	2.9843733
11	83295000	83300000	11	83820000	83825000	0,0,0	2.972879	0.97101927	1.6457406	1.5071554	1.7166964	2.201797	0.7196245	3.5414908
11	112215000	112220000	11	112560000	112565000	0,0,0	2.9789822	1.0	1.9767927	0.8752949	1.0215776	1.9979651	0.42363843	2.776005
11	67260000	67265000	11	67315000	67320000	0,0,0	2.1221795	0.93735206	1.6013415	0.4067823	0.8590398	2.4089277	0.29765224	2.770512
11	116505000	116510000	11	116685000	116690000	0,0,0	2.6726072	0.9563259	1.5706576	1.1973994	1.4186201	2.0669699	0.5027425	3.1313248
11	57565000	57570000	11	57640000	57645000	0,0,0	2.3548431	1.0	1.7786508	0.41549677	0.6584405	1.8962896	0.16805914	2.26562
11	125425000	125430000	11	125865000	125870000	0,0,0	3.0630758	0.9802272	2.058837	1.2399536	1.3900971	2.8216717	0.7224739	3.9238527
11	73955000	73960000	11	74315000	74320000	0,0,0	2.5857046	0.95974386	1.7532998	0.8768389	1.1776605	2.4334135	0.5094534	3.2128258
11	126310000	126315000	11	126470000	126475000	0,0,0	3.053751	1.0	2.0251582	0.8487539	1.1706777	2.2762713	0.52359927	3.0307193
11	63480000	63485000	11	63630000	63635000	0,0,0	3.4204426	0.98395306	2.371429	0.80759853	1.576584	3.4148	0.59949684	4.1326656
11	5115000	5120000	11	5550000	5555000	0,0,0	2.65613	0.97761047	1.5786675	1.4955925	1.6604776	2.4701414	0.62281936	3.7995567
11	119665000	119670000	11	120010000	120015000	0,0,0	2.0892553	0.9782896	1.4797033	0.8168467	1.337716	3.104274	0.3570828	3.8303602
11	82715000	82720000	11	83810000	83815000	0,0,0	3.3361943	0.99059606	1.9651724	2.3609755	3.127987	4.611168	1.3262899	6.7098126
11	76205000	76210000	11	76310000	76315000	0,0,0	2.9592047	0.9545066	2.2454255	0.48240593	0.92356294	2.6617022	0.3946564	3.0905075
11	12965000	12970000	11	13340000	13345000	0,0,0	2.7872605	0.9682134	1.9311285	0.87020457	1.2202289	2.675552	0.43268636	3.449067
11	12965000	12970000	11	13150000	13155000	0,0,0	2.99222	0.9871307	2.0342708	1.073174	1.6410918	3.39943	0.4164801	4.353362
11	58525000	58530000	11	58905000	58910000	0,0,0	2.3733764	0.94345194	1.5530545	0.978894	1.0621096	2.002834	0.39823243	2.872962
11	95605000	95610000	11	96425000	96430000	0,0,0	4.1241755	1.0	1.8893135	1.9769742	2.223079	2.035692	0.71241546	3.7930026
11	35825000	35830000	11	36260000	36265000	0,0,0	3.182012	0.9843752	2.4686253	0.71620023	1.0989206	3.5227017	0.49851716	4.159324
11	43945000	43950000	11	44035000	44040000	0,0,0	1.8265891	0.9069509	1.3965873	0.35211664	0.69749624	2.0618813	0.2099625	2.374874
11	65710000	65715000	11	65985000	65990000	0,0,0	2.6722333	0.9868699	1.7203102	1.3236946	1.7500889	3.156677	0.555082	4.3332944
11	66575000	66580000	11	66830000	66835000	0,0,0	2.2047725	0.93143797	1.761549	0.4462294	0.6187868	2.283646	0.26080143	2.6802943
11	107555000	107560000	11	107690000	107695000	0,0,0	2.4926379	0.91782695	1.9063944	0.4873516	0.6747367	2.0659854	0.290141	2.4991868
11	12670000	12675000	11	12875000	12880000	0,0,0	2.2580283	0.96442765	1.7251945	0.76739955	0.84650606	2.6543994	0.41734764	3.336532
11	100970000	100975000	11	102005000	102010000	0,0,0	3.1395843	0.9772329	1.4142636	1.7662393	2.3650186	2.2128398	0.8008951	3.7828302
11	129115000	129120000	11	129750000	129755000	0,0,0	4.4585457	0.9911631	1.9388008	2.531314	2.9105365	2.4792469	0.88663864	4.7293034
11	4225000	4230000	11	4320000	4325000	0,0,0	15.144834	0.99999994	3.061356	12.863137	14.74665	5.5540905	5.3584423	16.98799
11	93890000	93895000	11	94500000	94505000	0,0,0	2.7673674	0.9945786	2.014076	0.66333884	1.8876288	4.6283092	0.36833674	5.2179437
11	74250000	74255000	11	74445000	74450000	0,0,0	2.5490904	0.94876933	1.8566105	0.51185316	1.0054665	2.5167449	0.2709069	2.9717252
11	75720000	75725000	11	75865000	75870000	0,0,0	2.8917916	0.94530654	1.9890304	0.80129385	1.0170007	2.194051	0.33157986	2.9063122
11	61885000	61890000	11	62310000	62315000	0,0,0	2.4712794	0.9178147	1.4516683	0.9908442	1.1156152	1.6182872	0.39625055	2.4990375
11	46890000	46895000	11	47155000	47160000	0,0,0	4.3002253	0.9994002	2.8394635	1.6320472	3.1221375	5.968974	0.9595083	7.419683
11	117420000	117425000	11	117945000	117950000	0,0,0	2.8100843	1.0	1.8049114	0.94774675	1.0306756	1.8494947	0.466207	2.6919365
11	19310000	19315000	11	19550000	19555000	0,0,0	3.8138714	0.996553	2.5337756	1.6344361	2.1567998	4.2180076	0.6833906	5.6708393
11	16945000	16950000	11	17055000	17060000	0,0,0	2.2468007	0.90670496	1.8205457	0.26572645	0.5703426	2.136033	0.18927176	2.372234
11	88015000	88020000	11	88540000	88545000	0,0,0	4.0273743	0.99926054	2.261516	2.7757108	3.5519547	4.743052	1.1332881	7.210351
11	113900000	113905000	11	114265000	114270000	0,0,0	3.9422727	0.98886514	2.4260905	1.4935277	1.9563103	3.1705618	0.5829116	4.498142
11	34180000	34185000	11	34470000	34475000	0,0,0	3.94763	0.9883564	2.1614022	1.964992	2.1661105	2.7068033	0.7520415	4.453463
11	24460000	24465000	11	25700000	25705000	0,0,0	2.7998278	0.9843963	1.3065565	2.2915568	2.3215232	2.1237388	1.1510651	4.1606784
11	114780000	114785000	11	116270000	116275000	0,0,0	3.20622	0.99745876	1.7906151	2.5020304	2.8714695	3.7516928	1.0128402	5.97572
11	14535000	14540000	11	14905000	14910000	0,0,0	3.527196	0.99547535	2.2229683	1.5186079	2.3598692	4.0489054	0.7780655	5.3987794
11	78645000	78650000	11	78715000	78720000	0,0,0	2.2162063	1.0	1.597987	0.46020642	0.6261603	1.555441	0.25053194	1.9645134
11	8005000	8010000	11	8560000	8565000	0,0,0	2.4844847	0.92623305	1.5237799	0.8706373	1.1398747	1.8332146	0.51056135	2.6071146
11	120170000	120175000	11	120300000	120305000	0,0,0	3.6835978	1.0	2.5793605	0.7551125	1.249116	2.8016684	0.3667424	3.4728796
11	130435000	130440000	11	130860000	130865000	0,0,0	6.0731535	0.9999693	3.7402742	2.7678833	4.8541503	7.9329658	1.1396722	10.393306
11	109855000	109860000	11	109935000	109940000	0,0,0	3.071709	1.0	2.1355379	0.62165356	0.8234714	1.8293662	0.3509962	2.381947
11	16940000	16945000	11	17205000	17210000	0,0,0	2.342043	1.0	1.6596016	0.5217508	0.6899497	1.6246046	0.20751444	2.088383
11	69290000	69295000	11	69440000	69445000	0,0,0	2.2154534	0.9552063	1.6567127	0.7521684	0.8478852	2.437415	0.32403436	3.106009
11	3340000	3345000	11	3405000	3410000	0,0,0	3.542188	0.97836447	2.1732223	1.4741552	1.5780358	2.5234566	0.66243047	3.833817
11	111585000	111590000	11	111840000	111845000	0,0,0	3.4888132	0.9923263	2.6866984	0.8941148	1.3025832	4.075693	0.405354	4.8704615
11	102285000	102290000	11	102495000	102500000	0,0,0	2.772477	0.9720941	1.9983015	0.782171	1.1705815	2.8840265	0.3126192	3.5792897
11	12335000	12340000	11	13180000	13185000	0,0,0	2.1842475	0.9811338	1.4965138	1.2733665	1.3168281	2.838914	0.58824444	3.9707956
11	72830000	72835000	11	73240000	73245000	0,0,0	2.7350683	0.97494334	2.027603	1.038552	1.7317749	4.6464963	0.5442782	5.569654
11	15100000	15105000	11	15205000	15210000	0,0,0	3.0151439	0.9640951	2.044552	1.1061347	1.1204536	2.3439968	0.46024278	3.3272274
11	118200000	118205000	11	118290000	118295000	0,0,0	2.4479327	0.97108847	1.6295426	1.2296972	1.2363803	2.4508173	0.4450429	3.5438817
11	62390000	62395000	11	62695000	62700000	0,0,0	3.7745738	0.98702157	2.774376	1.0515487	1.2731758	3.4102044	0.5232978	4.3449144
11	30335000	30340000	11	30915000	30920000	0,0,0	3.5604956	0.9896694	1.8778841	1.8904022	2.4316013	2.8927584	0.7965101	4.573116
11	34990000	34995000	11	35235000	35240000	0,0,0	2.2491012	0.97412425	1.4421711	1.2190956	1.4393197	2.5711873	0.6517676	3.654828
11	23725000	23730000	11	26210000	26215000	0,0,0	3.1402001	0.99645466	1.5341657	2.448812	3.2848508	3.4659848	1.2042269	5.6427064
11	133235000	133240000	11	133815000	133820000	0,0,0	2.2699785	0.9778002	1.3188348	1.6295071	1.6784002	2.3596168	0.6876105	3.8080676
11	59815000	59820000	11	59910000	59915000	0,0,0	2.3807101	0.9138483	1.6911191	0.65288657	0.7832622	1.8715559	0.43289614	2.4518995
11	6525000	6530000	11	6700000	6705000	0,0,0	3.2347214	0.9880984	2.246037	1.2908156	1.470981	3.284147	0.71497124	4.4315386
11	33355000	33360000	11	33675000	33680000	0,0,0	3.8664656	0.9934061	2.5237172	1.6028152	1.9237316	3.597407	0.7666909	5.0221314
11	82860000	82865000	11	83815000	83820000	0,0,0	3.037779	0.99623007	2.0768137	1.299627	2.1088922	4.426054	1.0099844	5.581278
11	26755000	26760000	11	27155000	27160000	0,0,0	2.5096018	0.92522985	1.5819434	0.9045067	1.0457305	1.7895993	0.6506687	2.5936053
11	2695000	2700000	11	2875000	2880000	0,0,0	2.2732763	0.9660832	1.8249034	0.63604707	0.7249249	2.8188207	0.39296767	3.384196
11	75900000	75905000	11	76145000	76150000	0,0,0	3.214516	0.9911487	2.4242806	1.0319111	1.3000154	3.810426	0.59897256	4.7276807
11	62905000	62910000	11	63020000	63025000	0,0,0	6.6574993	1.0	4.1558375	1.475061	2.4575274	4.1306167	0.63443	5.441782
11	26525000	26530000	11	27145000	27150000	0,0,0	2.716703	0.95067227	1.4589614	1.3432126	1.5054774	1.8156136	0.60525316	3.0095804
11	7105000	7110000	11	7680000	7685000	0,0,0	3.1549168	0.9945116	1.9888686	1.5821408	2.2151773	3.799316	0.83448917	5.2056637
11	121665000	121670000	11	122215000	122220000	0,0,0	3.162324	0.9869235	1.4994785	2.2596679	2.4338083	2.3287969	0.92765766	4.3373904
11	75140000	75145000	11	75205000	75210000	0,0,0	1.97877	0.91449505	1.4618617	0.4814867	0.76311785	2.0314476	0.19747865	2.459436
11	7435000	7440000	11	7685000	7690000	0,0,0	2.093533	0.9278448	1.3811401	0.87887466	0.95849097	1.8479873	0.41516867	2.629209
11	12050000	12055000	11	12280000	12285000	0,0,0	3.9545057	0.99631876	2.5395012	1.3124001	2.4775727	4.4385023	0.6704622	5.60508
11	33855000	33860000	11	33970000	33975000	0,0,0	4.9037275	0.9973304	3.7179503	0.93276197	1.7728134	5.097334	0.5805282	5.9264555
11	80275000	80280000	11	81320000	81325000	0,0,0	3.747826	0.99631864	1.4077525	3.49519	3.7206817	2.4982262	1.2290862	5.6050615
11	14790000	14795000	11	14910000	14915000	0,0,0	2.2907987	0.9027424	1.6759422	0.5663669	0.6942352	1.8271961	0.39765865	2.3306334
11	74700000	74705000	11	75250000	75255000	0,0,0	3.119094	0.9778245	1.8964118	1.3428537	1.66168	2.6155138	0.73408586	3.8091617
11	100685000	100690000	11	100855000	100860000	0,0,0	2.2984772	0.9374778	1.5290778	0.8170409	1.0416082	2.046263	0.5115392	2.7725215
11	75015000	75020000	11	75205000	75210000	0,0,0	2.7163026	0.9887392	2.1232584	0.6778241	1.1917337	3.884383	0.41092056	4.486893
11	124410000	124415000	11	124830000	124835000	0,0,0	3.428561	0.97206277	2.0882409	1.2968408	1.5372115	2.4254184	0.61705446	3.5781658
11	94325000	94330000	11	94500000	94505000	0,0,0	2.9753325	1.0	1.9457176	0.64696443	1.0684596	1.999236	0.35505307	2.5743155
11	108000000	108005000	11	108660000	108665000	0,0,0	3.405511	0.9939789	2.1154685	1.8656346	2.09353	3.4546728	0.9327685	5.1130147
11	61895000	61900000	11	61945000	61950000	0,0,0	2.1852956	0.94732106	1.4932526	0.6026686	1.1553245	2.4081392	0.2920929	2.9438446
11	124075000	124080000	11	124190000	124195000	0,0,0	2.8485827	1.0	2.116793	0.54492396	0.86586016	2.3515015	0.35019127	2.8358784
11	17760000	17765000	11	17975000	17980000	0,0,0	3.5758395	0.9893346	2.6222904	0.94694984	1.418683	3.699484	0.43812248	4.5412173
11	96245000	96250000	11	96335000	96340000	0,0,0	2.0112283	0.90111196	1.5346706	0.49444324	0.6094982	1.8745017	0.27645642	2.3140068
11	4625000	4630000	11	5000000	5005000	0,0,0	3.4566345	0.99559546	2.494603	1.3907895	1.6640505	4.1894207	0.85226375	5.425678
11	6615000	6620000	11	6680000	6685000	0,0,0	2.0043259	0.9319546	1.5816405	0.5405967	0.6153794	2.2073288	0.35820895	2.6878593
11	125150000	125155000	11	125365000	125370000	0,0,0	2.0087602	0.94326377	1.3864708	0.84023845	0.9689109	2.1227608	0.38714647	2.8696394
11	9625000	9630000	11	9735000	9740000	0,0,0	2.7680423	1.0	2.23435	0.5237908	0.5400909	2.1965342	0.27965078	2.6621258
